Index,Title,True_Label,Predicted_Label,Result
505,Rubio signals support for tax bill after child tax credit tweaks,Factual,Factual,CORRECT
506, Jeb Bush Was Just Asked To Sum Up Donald Trump In One Word (VIDEO),Hoax,Hoax,CORRECT
507,Conditions not yet in place for safe Rohingya returns: UNHCR,Factual,Factual,CORRECT
508,BREAKING: SOMALIAN MAN TAKES HOSTAGE…Shots Fired In Walmart Located In Texas City Overrun By Middle Eastern Refugees…UPDATE: Suspect Shot and Killed [VIDEO],Hoax,Hoax,CORRECT
509,Algeria says Jerusalem announcement 'blatant violation' of U.N. resolutions,Factual,Hoax,WRONG
510,Russia: Lebanon should solve problems without outside interference - Ifax,Factual,Factual,CORRECT
511, Elizabeth Warren Issues SCATHING Rebuke Of Republican Incompetence On SCOTUS (VIDEO),Hoax,Hoax,CORRECT
512,WOW! DNC WILL KEEP Dirty Harvey’s Money To Fund Future Democrat Campaigns,Hoax,Hoax,CORRECT
513,Senate diverges over renewal of internet spying law,Factual,Hoax,WRONG
514,"Under threat in Washington, first lady's food legacy may live on elsewhere",Factual,Factual,CORRECT
515,Merkel points to grand coalition with Social Democrats,Factual,Factual,CORRECT
516, Stock Market Literally SHUTS DOWN And Dollar Drops As Conservatives Kill Economy By Voting For Trump,Hoax,Hoax,CORRECT
517, We Watched Sarah Palin’s Trump Endorsement Speech So You Don’t Have To (VIDEO),Hoax,Hoax,CORRECT
518,"Post-Trump Liberal Meltdown: Counseling, Cry-ins, Therapy Dogs and Poetry",Hoax,Hoax,CORRECT
519,JUDGE JEANINE NAILS THE UNHINGED LEFT: “The left’s hate is a danger to us all’ [VIDEO],Hoax,Hoax,CORRECT
520,"AFTER 5 YEARS Of Being Bullied By Barack Obama, President Trump Signs Religious Liberty Exec Order To Protect “Little Sisters Of The Poor”",Hoax,Hoax,CORRECT
521,Spanish prosecutor asks judge to jail Catalan secessionists pending investigation,Factual,Factual,CORRECT
522, Confused Looking Trump Totally HUMILIATES Himself When He Gets Lost On Stage In Poland,Hoax,Hoax,CORRECT
523,STUNNING DEVELOPMENT: OBAMA GIVES $75 MILLION US Tax Dollars To Mexico To Build Border Wall,Hoax,Hoax,CORRECT
524,MEALS ON WHEELS Shuts the Lyin’ Lefties Up With Truth After MoveOn.org’s Fake News [Video],Hoax,Factual,WRONG
525,Mother's fight to discover fate of dead baby's body finds empty coffin,Factual,Hoax,WRONG
526, Ted Cruz Makes A Stunning Confession To Jimmy Kimmel (VIDEO),Hoax,Hoax,CORRECT
527,Trump names White House budget director Mulvaney acting head of consumer agency,Factual,Factual,CORRECT
528, Head Of Homeland Security Destroys Ted Cruz For Asking Extremely Dumb Question At Hearing (VIDEO),Hoax,Factual,WRONG
529, What Facebook Just Did About Guns Is Going To Drive The NRA Insane,Hoax,Hoax,CORRECT
530,FBI Director Wray defends bureau in wake of Republican criticism,Factual,Factual,CORRECT
531,"WATCH: 40,000 BOY SCOUTS BOO Barack Obama…GO CRAZY…Chant “We Love Trump” During President Trump’s Visit To National Scout Jamboree",Hoax,Hoax,CORRECT
532,WHOA! HISPANIC TRUMP SUPPORTERS Scream At Anti-Trump Thugs: “GO BACK TO MEXICO!” [VIDEO],Hoax,Hoax,CORRECT
533,DID OBAMA SHUT DOWN WIKILEAKS ABILITY TO EXPOSE HILLARY CAMPAIGN?…Internet Intentionally Cut Off!,Hoax,Hoax,CORRECT
534,Lawmakers fight in Uganda parliament for second day over term limit laws,Factual,Hoax,WRONG
535,Chile beefs up border crossings ahead of Pope's visit in January,Factual,Factual,CORRECT
536,U.S. House approves bill to upgrade airport security,Factual,Factual,CORRECT
537,White House seeking sharp budget cut to climate agency: Washington Post,Factual,Hoax,WRONG
538,ELIZABETH WARREN FREAKS After TRUMP REFERS To Her As “Pocahontas” During WH Ceremony With Native American Code Talkers…Forgets Bill Maher Just Called Her “Pocahontas” During Appearance On His Show [VIDEO],Hoax,Hoax,CORRECT
539,MEDIA SILENT: President Trump Makes Americans $4 TRILLION Richer In First 6 Months…Compare To Obama’s Radical First 6 Months In Office,Hoax,Hoax,CORRECT
540, Martin Sheen Has The PERFECT Three Words To Describe Donald Trump,Hoax,Hoax,CORRECT
541,Saudi-led air strikes kill 136 civilians in Yemen: U.N.,Factual,Hoax,WRONG
542,Underdog center-left party may outperform expectations in Japan snap poll,Factual,Factual,CORRECT
543, Trump’s Grand Entrance To The RNC Is Getting The Brutal Mockery It Deserves (TWEETS),Hoax,Hoax,CORRECT
544,Catalan leader calls for calm ahead of Madrid deadline,Factual,Hoax,WRONG
545,TRUMP HATER GEORGE RAMOS Promotes Movie Showing Illegal Aliens Being Shot At Border By Drunk Vigilante…Blames Trump [VIDEO],Hoax,Hoax,CORRECT
546,Palestinian gunman kills three Israeli guards at West Bank settlement,Factual,Hoax,WRONG
547,"Lebanon's Hariri rescinds resignation, drawing line under crisis",Factual,Factual,CORRECT
548,MSNBC: “The Trump ‘Resistance’ has to become a church that seeks converts” [Video],Hoax,Hoax,CORRECT
549, Mexico’s Former President Unleashes Brutal Insults On Trump After Debate (TWEETS),Hoax,Hoax,CORRECT
550,Trump's about-face on fund-raising seems unlikely to dent his popularity,Factual,Factual,CORRECT
551,WHITE STUDENT UNION At CA University Mocks #BLM Terror Group…Publishes List of Their Demands,Hoax,Hoax,CORRECT
552,Trump seeks to raise fresh ethical questions about Clinton,Factual,Hoax,WRONG
553,Kerry’s Lunacy: ‘US Would Be Justified Shooting Down Unarmed Russian Jets’,Hoax,Hoax,CORRECT
554, BREAKING: Active Shooter Reported Outside Los Angeles Polling Location – 1 Dead,Hoax,Hoax,CORRECT
555," Video Of Buzz Aldrin Dying Inside As Trump Goes On Rambling, Idiotic Speech About ‘Space’ Goes Viral",Hoax,Hoax,CORRECT
556,MISSING: TWO FILE ‘BOXES’ OF CLINTON E-MAILS…Evidence Tampering?,Hoax,Hoax,CORRECT
557,Turkey charges three Bulgarians with migrant smuggling,Factual,Hoax,WRONG
558, Obama Setting These Traps For Trump Before Inauguration,Hoax,Hoax,CORRECT
559,Trump invites Republican senators to healthcare lunch on Wednesday,Factual,Hoax,WRONG
560, Watch Allison Janney Take Over For Josh Earnest The Only Way She Knows How – As CJ Cregg (VIDEO),Hoax,Hoax,CORRECT
561,"Three killed, one missing after torrential rains in Bulgaria",Factual,Hoax,WRONG
562,Franken to make 11:45 a.m. announcement after harassment accusations,Factual,Hoax,WRONG
563,Exclusive: Mideast nuclear plan backers bragged of support of top Trump aide Flynn,Factual,Hoax,WRONG
564,BREAKING: FL GOV RICK SCOTT Calls for FBI Director to Resign,Hoax,Hoax,CORRECT
565,Supreme Court Justice Ginsburg 'regrets' Trump criticisms,Factual,Hoax,WRONG
566, WATCH Veteran Rip Trump A New One: I Defended This Country Alongside The People You Hate,Hoax,Hoax,CORRECT
567,RELIGION OF PROGRESSIVISM: Meet Obama’s NEW Transgender Leader For FAITH-BASED Neighborhood Partnerships,Hoax,Hoax,CORRECT
568,SNIVELING COWARDS AT CNN Caught Editing Trump Tape With “Muslim” Comments [VIDEO],Hoax,Hoax,CORRECT
569,"HUMA ABEDIN MAKES COVERT Visit To Dearborn, Michigan – HOME Of Largest Muslim Population In US",Hoax,Factual,WRONG
570,Trump's expected repeal of Dreamer program draws fire from business,Factual,Hoax,WRONG
571,MASSACHUSETTS VOTES TO IGNORE FED LAW and Let Illegals Go…This Sanctuary State Endangers All Americans!,Hoax,Hoax,CORRECT
572,Police tear-gas Kenyan vote protesters as crowds gather in cities,Factual,Hoax,WRONG
573, This Attack Ad Accidentally Reveals What’s Really Behind The Bathroom Laws,Hoax,Factual,WRONG
574, You’re Not Going To Believe What Trump Just Stopped A Press Conference For (VIDEO),Hoax,Hoax,CORRECT
575,Egypt's Muslim Brotherhood leader loses appeal against life sentence,Factual,Hoax,WRONG
576,"Trump-installed consumer agency head sets hiring freeze, halts new rules",Factual,Hoax,WRONG
577,Trump faces challenges in separating from business: legal experts,Factual,Hoax,WRONG
578,Trump tried to call New York prosecutor Bharara before firing him: officials,Factual,Factual,CORRECT
579,US Senate passes bill to fund government through April,Factual,Factual,CORRECT
580,U.S. Senate confirms businessman Hagerty as ambassador to Japan,Factual,Factual,CORRECT
581, Republicans Are Secretly TERRIFIED That Trump Is Already Handing Congress To The Democrats,Hoax,Factual,WRONG
582,Senate Democrat Feinstein calls for independent FBI director,Factual,Hoax,WRONG
583, ‘Just Stop’: Megyn Kelly Gets Dragged Around The Internet For Saying Putin Is A Swell Guy,Hoax,Hoax,CORRECT
584,Puerto Rico rescue bill advances to full House vote,Factual,Factual,CORRECT
585,"Trump gains on Clinton, poll shows 'rigged' message resonates",Factual,Hoax,WRONG
586,Britain's Hammond says Brexit deal is a boost to the economy,Factual,Factual,CORRECT
587,Melania's birth country Slovenia sees strong tourism growth,Factual,Factual,CORRECT
588,Venezuela socialists win Zulia state governorship,Factual,Hoax,WRONG
589,FOX NEWS’ SHEPARD SMITH Has Liberal Meltdown Over Trump Press Conference [VIDEO]…#FireShepardSmith,Hoax,Hoax,CORRECT
590,"AT&T chief executive, Trump meet amid planned Time Warner merger",Factual,Hoax,WRONG
591,Russia's Lavrov: U.S. scandal over Russian contacts 'a witch hunt': RIA,Factual,Factual,CORRECT
592, Supreme Court Unanimously Rejects Republican’s Latest Election Rigging Scheme,Hoax,Hoax,CORRECT
593,"FBI holding back information on Russia probes, Democrat says",Factual,Hoax,WRONG
594,COMEDIAN LENA DUNHAM WARNED Hillary’s Campaign “Harvey Weinstein’s A RAPIST”…What Clinton’s Campaign Did Next Is Disgusting,Hoax,Hoax,CORRECT
595, Trump Signs Huge Saudi Arms Deal,Hoax,Hoax,CORRECT
596, Donald Trump’s Security Agents Just Brutally Choke Slammed Reporter To Ground (VIDEO),Hoax,Hoax,CORRECT
597,TRUMP BLASTS SENATE RINO ON TWITTER…Exposes REAL REASON He’s Not Running For Reelection,Hoax,Hoax,CORRECT
598, Stephen King Says What We’re All Thinking About Trump And It Instantly Goes Viral,Hoax,Hoax,CORRECT
599,SICKENING! READ OBAMA’S RAMADAN MESSAGE: “I stand firmly with the Muslim American communities…”,Hoax,Hoax,CORRECT
600,EU's Tusk says 'good deal' or 'no deal' on Brexit up to London,Factual,Factual,CORRECT
601, Trump Emboldens Ohio Republicans To Ban Abortion Six Weeks After Conception,Hoax,Hoax,CORRECT
602,"Abbas says Jerusalem is eternal Palestinian capital, dismisses U.S. peace role",Factual,Hoax,WRONG
603, Sheriff David Clarke Becomes An Internet Joke For Threatening To Poke People ‘In The Eye’,Hoax,Hoax,CORRECT
604,Spanish national police deploy near Barcelona voting station: El Pais,Factual,Hoax,WRONG
605,Congress approves bill updating chemical safety oversight,Factual,Factual,CORRECT
606,Rohingya insurgents open to peace but Myanmar ceasefire ending,Factual,Hoax,WRONG
607,“STOP BLAMING WHITE PEOPLE For Trump’s Win Last Night…America Voted For Actual Change” [VIDEO],Hoax,Hoax,CORRECT
608,Hurricane Irma to move over portions of Virgin Islands soon: NHC,Factual,Factual,CORRECT
609,Trump makes early move on restricting abortions around the world,Factual,Hoax,WRONG
610,China lodges protest over Trump call with Taiwan president,Factual,Hoax,WRONG
611,INVESTIGATION LAUNCHED: SECOND TRESPASSER May Have Been Near President Trump In U.S. Capitol [Video],Hoax,Hoax,CORRECT
612, Mexico’s Former President UNLOADS On Trump With A Brutal ‘F*ck You’ To The ‘Hated Gringo’ (IMAGE),Hoax,Hoax,CORRECT
613,House Democratic leader Pelosi says intel panel chief should recuse himself,Factual,Hoax,WRONG
614,FATHER OF SON KILLED BY ILLEGAL Speaks Up On Democrats: “I ignore them like they ignore me” [Video],Hoax,Factual,WRONG
615, Trump’s Shady Medical Note Was Written By A ‘Doctor’ With False Credentials (VIDEO),Hoax,Hoax,CORRECT
616, WATCH: Fox News Host Viciously Attacks Michelle Obama In HIGHLY Disrespectful Rant,Hoax,Hoax,CORRECT
617," Trump Just Threw A Colossal Hissy Fit On Twitter, Now He Looks More Incompetent Than Ever (TWEETS)",Hoax,Hoax,CORRECT
618," Ted Cruz Is Against Adult Toys, But His College Roommate Knows That’s Hypocritical (TWEET)",Hoax,Hoax,CORRECT
619, Secret Trump University Papers Reveal How Business Pumped ‘Students’ For Cash,Hoax,Hoax,CORRECT
620, GOP Continues Assault On Planned Parenthood Even After ‘Whistleblowers” Indictment,Hoax,Hoax,CORRECT
621,PROOF DHS SECRETARY JOHNSON Is Drinking The Obama Kool-Aid With His Verdict On Dallas Shooting,Hoax,Hoax,CORRECT
622,BREAKING: GUN STORE OWNER Claims He DID Report Florida Terrorist To FBI Weeks Before Massacre,Hoax,Hoax,CORRECT
623,Hillary Clinton: ‘Israel First’ (and no peace for Middle East),Hoax,Hoax,CORRECT
624,Three arrested in Malaysia for suspected beer festival bomb plot,Factual,Hoax,WRONG
625,Democrats in U.S. Congress urge review of Amazon's Whole Foods deal,Factual,Factual,CORRECT
626,PM praises Italy's migrant policy as U.N. cites humanitarian crisis,Factual,Hoax,WRONG
627,Trump to nominate Huntsman as Russia ambassador: White House,Factual,Factual,CORRECT
628, Hillary SLAMS CNN For Ignoring One Of The Most Important Issues In The Election (VIDEO),Hoax,Hoax,CORRECT
629,Rohingya refugees tell of new violence; call for Myanmar sanctions,Factual,Factual,CORRECT
630,Education Secretary DeVos faces largely silent protest at Harvard speech,Factual,Hoax,WRONG
631,Tillerson signals tough Trump administration stance on Cuba,Factual,Hoax,WRONG
632,"Rights advocates slam Trump plans on Muslim immigrants, refugees",Factual,Factual,CORRECT
633,Saudi Arabia says hopes Kurdistan vote will not take place,Factual,Hoax,WRONG
634,Trump vows 'insurance for everybody' in replacing Obamacare,Factual,Hoax,WRONG
635, Ted Cruz Gets OWNED By Fox Host For Whining About Tough Questions (VIDEO),Hoax,Hoax,CORRECT
636,NEW BLACK PANTHER LEADER Sends Warning About Republican Convention [Video],Hoax,Hoax,CORRECT
637,"AWESOME! DONALD TRUMP JR: Fifth Avenue Redneck: “Well, my love for the outdoors came from my grandfather, Milos Zelnicek”",Hoax,Hoax,CORRECT
638,WATCH: LEFTIST DEM SENATOR Chuck Schumer Caught On Hot Mic Bragging About Relationship With Trump: “HE LIKES US…He Likes Me Anyway!”,Hoax,Hoax,CORRECT
639,U.S. Senate confirms Trump's pick for top Supreme Court lawyer,Factual,Hoax,WRONG
640,Congress could undo Obama-era student loan relief,Factual,Hoax,WRONG
641, The Koch Brothers Now Bankrolling The Bundy Anti-Government Agenda To Sell Off Public Land,Hoax,Hoax,CORRECT
642,SHOCKING PHYSICAL ABUSE REVEALED: Former Secret Service Agent Says Agents Faced Predicament About How To Protect Bill From Physical Violence By Hillary [VIDEO],Hoax,Hoax,CORRECT
643,REAL-TIME DEBATE Graph Shows Trump CRUSHED Hillary With Independent Voters…A MUST WATCH!,Hoax,Hoax,CORRECT
644,Rosneft's Sechin to miss hearing at ex-minister corruption trial: media,Factual,Hoax,WRONG
645,London mayor calls for UK apology over colonial-era massacre in India,Factual,Hoax,WRONG
646, WATCH: Hillary Clinton Gave The PERFECT Response To Trump’s Childish Insult,Hoax,Hoax,CORRECT
647,House panel to consider tweaks to healthcare bill before recess,Factual,Factual,CORRECT
648,TWO ILLEGAL ALIENS TO BECOME FIRST APPOINTED CITY COMMISSIONERS: Hope To Create More Opportunities For Illegals,Hoax,Hoax,CORRECT
649,Swedish PM survives vote of no-confidence,Factual,Hoax,WRONG
650,CBS Reporter Asks Putin How Comey’s Firing Will Affect Russia…His Answer Is PRICELESS! [VIDEO],Hoax,Hoax,CORRECT
651, The GOP Will Hate This Humiliating Fact Harry Reid Just Pointed Out About SCOTUS Nominations,Hoax,Factual,WRONG
652, You’re Gonna Want To See The Obamas Reading ‘Where The Wild Things Are’ To Kids (VIDEO),Hoax,Hoax,CORRECT
653,"CHARLES BARKLEY DROPS TRUTH-BOMB: Blacks, Not White People Or Cops Are Keeping Blacks Down",Hoax,Hoax,CORRECT
654,ANOTHER WIN FOR TRUMP! Release Of Americans Jailed In Egypt Secured By Trump Administration [Video],Hoax,Hoax,CORRECT
655,(Video) Congressman Gohmert Lets It Rip On Boehner: ‘Dictatorship for years!’,Hoax,Hoax,CORRECT
656,How to Blow $700 Million: Al Jazeera America Finally Calls it Quits,Hoax,Hoax,CORRECT
657, Neil deGrasse Tyson SCHOOLED Right-Wing Columnist So Hard He Quit His Job In Shame,Hoax,Hoax,CORRECT
658,"In shakeup, Trump to set up 'war room' to repel attacks over Russia probe",Factual,Factual,CORRECT
659,UAW chief says Clinton told him she would renegotiate NAFTA,Factual,Hoax,WRONG
660,"After quitting talks, Syrian government envoy blames Saudis",Factual,Hoax,WRONG
661,Trump's energy pick Perry softens stance on climate change,Factual,Hoax,WRONG
662,Maxine Waters Makes Teens Chant ‘Impeach 45′ at ‘Teen Vogue Summit’: ‘Let’s talk about it in church’ [Video],Hoax,Hoax,CORRECT
663,Stalled Russia sanctions bill hits North Korean snag in U.S. Congress,Factual,Hoax,WRONG
664,"Egypt ""hunting down"" gays, conducting forced anal exams - Amnesty",Factual,Hoax,WRONG
665,MTV Releases Racist ‘Hey Fellow White Guy’s Video’…Social Media Goes Crazy! [Video],Hoax,Hoax,CORRECT
666, Guns In Schools Advocate Slammed By BBC Host (AUDIO),Hoax,Hoax,CORRECT
667,Convicted 'bookkeeper of Auschwitz' challenges jail time,Factual,Hoax,WRONG
668,"Fukushima court rules Tepco, government liable over 2011 disaster: media",Factual,Factual,CORRECT
669,KARMA: GAY PASTOR SUES WHOLE FOODS For “Anti-Gay Slur” On Cake…Didn’t Count On Baker Being Gay [VIDEO],Hoax,Hoax,CORRECT
670,"Journalists detained by Uganda charged with treason, police say",Factual,Hoax,WRONG
671,Alt-Left Vandalizes Catholic Saint Statue: “The statue should come down”,Hoax,Hoax,CORRECT
672,Qatar Says Trump wants to fix Gulf crisis with dialogue,Factual,Factual,CORRECT
673,HOMELESS WOMAN Beaten By Thugs For Hillary After Protecting Trump’s Hollywood Star Speaks Out For Millions Of Forgotten Americans…A MUST READ,Hoax,Hoax,CORRECT
674,"Factbox: Trump controversies: Michael Flynn, the travel ban and others",Factual,Hoax,WRONG
675, The Wall Street Journal HUMILIATES Trump And GOP For Choking On Healthcare Bill,Hoax,Factual,WRONG
676," Trump Admits ‘2017 Will Be The Worst Year Yet,’ Then Blames Obama",Hoax,Hoax,CORRECT
677, Colbert Lays Waste To Fallen Candidates After Iowa In This Hilarious ‘Tribute’ (VIDEO),Hoax,Hoax,CORRECT
678,EU foreign policy chief expects strong EU backing for Iran deal,Factual,Factual,CORRECT
679,"Trump administration drafts plan to raise asylum bar, speed deportations",Factual,Factual,CORRECT
680,U.S. Senate panel still negotiating with Flynn over documents: congressional aides,Factual,Hoax,WRONG
681,Top House Intel panel Democrat rebukes chairman over subpoenas: MSNBC,Factual,Factual,CORRECT
682,Trump expected to name former Goldman banker Mnuchin for Treasury: source,Factual,Hoax,WRONG
683,Trump says he would push universities to reduce tuition,Factual,Hoax,WRONG
684,BREAKING: BRAZIL Detains Two US Olympic Swimmers In Robbery Investigation…Let Our Swimmers Go!,Hoax,Hoax,CORRECT
685,Judges consider HK double murder appeal by convicted former British banker,Factual,Factual,CORRECT
686,"Xi wants China to spruce up toilets to boost tourism, quality of life",Factual,Factual,CORRECT
687, Two Unarmed Security Guards Take Down Florida Hospital Shooter,Hoax,Factual,WRONG
688, Trump Advisers Explain Why He Didn’t Practice For Debate And It’s INSANE (TWEETS),Hoax,Hoax,CORRECT
689, Marco Rubio NAILS IT: Trump As President Would Have ‘Life And Death Consequences’ (VIDEO),Hoax,Hoax,CORRECT
690,Trump evaluating national security adviser Flynn's situation: White House,Factual,Hoax,WRONG
691,South Korea's Moon first suggested Trump visit DMZ: Blue House official,Factual,Factual,CORRECT
692,Two Democratic senators threaten to hold up Trump EPA nominee,Factual,Factual,CORRECT
693,"Top Democrat, in letter, blasts Valeant CEO for lack of cooperation",Factual,Factual,CORRECT
694,One Person MURDERED Every 14 Hours In Obama’s GUN-FREE Hometown…Black Chicago Residents Speak Out: “My Life Has Been Hurt By Democrats” [VIDEO],Hoax,Hoax,CORRECT
695,"U.N.'s Zeid says Mladic 'epitome of evil', no escape from justice",Factual,Hoax,WRONG
696, Russian Lobbyist Blows Jeff Sessions’ Story Right Out Of The Water,Hoax,Hoax,CORRECT
697,DEMOCRAT REP: Sexual Assault Is A Woman’s Fault If She Appears ‘Inviting’ [Video],Hoax,Hoax,CORRECT
698,"WOW! WORLD’S TOP PHYSICIST AND DEMOCRAT: Obama Backs “Wrong Side” In War On “Climate Change”, Follow The Money, Carbon Does Far More Good Than Harm",Hoax,Hoax,CORRECT
699,Highlights: The Trump presidency on April 26 at 9:12 P.M. EDT/0112 GMT on April 27,Factual,Factual,CORRECT
700,LOL! TRUMP Responds To RACE-OBSESSED Congressman Lewis After Calling Him An “Illegitimate President”…MEDIA ATTACKS “Loathsome” Trump [VIDEO],Hoax,Hoax,CORRECT
701,"Obama: US, Nordic nations agree sanctions against Russia should continue",Factual,Factual,CORRECT
702, This Trump Supporter May Literally Be The Dumbest Person On Earth (VIDEO),Hoax,Hoax,CORRECT
703," Just Back From A Golfing Vacay, Trump Says He’s Done More Than Any President Ever",Hoax,Hoax,CORRECT
704,WOW! New Email (Pictured) Uncovered Shows Hillary Telling Top Aide It’s A ‘Good Idea’ To Lie,Hoax,Hoax,CORRECT
705,Illinois faces fiscal meltdown as budget deadline looms,Factual,Hoax,WRONG
706," Hillary’s Running Mate Tim Kaine: The NRA Hates Him, And He Kicked Their Butts (VIDEO)",Hoax,Factual,WRONG
707,U.S. airlines scramble to evacuate residents ahead of Hurricane Irma,Factual,Factual,CORRECT
708,"India ""disappointed"" with China blocking bid to blacklist militant leader",Factual,Factual,CORRECT
709,"China takes action on thousands of websites for 'harmful', obscene content",Factual,Hoax,WRONG
710, Trump Is Trying To MUZZLE His Sexual Assault Victims In The Most Ludicrous Way Imaginable,Hoax,Hoax,CORRECT
711,"Trump administration tightens Iran sanctions, Tehran hits back",Factual,Hoax,WRONG
712,"Hezbollah urges new Palestinian uprising, escalation of 'resistance'",Factual,Hoax,WRONG
713,Gunman injures bodyguard of Kenya's deputy chief justice,Factual,Hoax,WRONG
714,Lebanon's president says crisis over with PM Hariri's France trip,Factual,Hoax,WRONG
715," Sean Spicer Baffles Reporters, Claims Trump Isn’t Responsible For Hiring Flynn (VIDEO)",Hoax,Hoax,CORRECT
716,"
Trump Gets STOMPED For Whining About President Obama Using Air Force One On Campaign Trail
",Hoax,Factual,WRONG
717, Police Say Fire At DC Memorial For Muslim Teen Was ‘Not A Hate Crime’,Hoax,Hoax,CORRECT
718,"Fearing far-right surge, Merkel tells Germans to vote on Sunday",Factual,Hoax,WRONG
719,BREAKING NEWS: MUSLIM WHITE HOUSE HACKER the Obama Regime Hired Arrested at Airport Trying to Flee the US,Hoax,Hoax,CORRECT
720,Korean seismic activity took place 50 km from prior tests: CTBTO,Factual,Hoax,WRONG
721, Utah’s Oldest Paper DEMANDS Trump Drop Out Of Race In Scathing Must-Read Editorial,Hoax,Hoax,CORRECT
722,Tillerson to meet Lebanon's Hariri in Paris on Friday: U.S. State Department,Factual,Factual,CORRECT
723,Nearly half of Britons back Trump state visit: YouGov poll,Factual,Factual,CORRECT
724,Russia election hacking a top global threat: Democrat on U.S. Senate panel,Factual,Hoax,WRONG
725,OBAMA PUBLICLY BULLIES GOP Over Justice Scalia Replacement…These Senate Republicans Are Starting To Cave,Hoax,Factual,WRONG
726, Arizona Is Out Of Death-Penalty Drug Options,Hoax,Hoax,CORRECT
727,Russia detains Norwegian citizen over suspected spying,Factual,Hoax,WRONG
728,Latest Houthi missile 'bears hallmarks' of Iran arms attacks: U.S.,Factual,Hoax,WRONG
729, How Trump Is Hiding From The Media Like A Total Coward,Hoax,Hoax,CORRECT
730,Philippines says 'big possibility' Malaysian militant leader killed,Factual,Hoax,WRONG
731, Hillary Clinton Snags Coveted Endorsement Of The Congressional Black Caucus,Hoax,Factual,WRONG
732,ALL OF AL FRANKEN’S APOLOGIES To Women He Groped Have One Disturbing Thing In Common,Hoax,Hoax,CORRECT
733, Republicans Are Lashing Out At Trump Over His Disgusting Press Conference: ‘Apologize’,Hoax,Factual,WRONG
734,"OBAMA BLAMES “Right Wing” Talk Radio, FOX News For Angering “White People”…”Anti-Government” Attitudes [VIDEO]",Hoax,Factual,WRONG
735," Thanks, Obama: A Tribute To My Great President",Hoax,Factual,WRONG
736,Detroit Suburb Elects First Muslim Majority City Council In America [VIDEO],Hoax,Hoax,CORRECT
737, WATCH: Doctor Hilariously Tears Apart Donald Trump’s Ridiculous Health Letter,Hoax,Hoax,CORRECT
738,Senate panel rescinds subpoena for Trump's ex-campaign head: sources,Factual,Hoax,WRONG
739, Donald Trump’s Claim That He’s The Strongest GOP Candidate Ever Is Bulls*it,Hoax,Hoax,CORRECT
740,U.S. ELECTIONS May Already Be In Serious Jeopardy : ACORN Gives OH Man Cigarettes And Cash To Register To Vote 72 Times…Several More Horror Stories,Hoax,Hoax,CORRECT
741,Factbox: Trump on Twitter (Nov 27) - Networks,Factual,Factual,CORRECT
742,AUDIT: Obama’s IRS ‘Misled’ Americans to Get Them to Sign Up for Obamacare,Hoax,Hoax,CORRECT
743,U.S. officials will not label treatment of Rohingya as 'ethnic cleansing',Factual,Factual,CORRECT
744,"Blast hits Afghan capital near Shi'ite mosque, killing at least one",Factual,Factual,CORRECT
745, Karma Finds Hypocrite Kellyanne Conway And Humiliates Her After FBI Says They’re Investigating Trump,Hoax,Hoax,CORRECT
746,Poland wants strong euro zone before mulling membership - finance minister,Factual,Hoax,WRONG
747, WATCH: Trump Supporter Tells Muslims That They Will Be Treated Like Hitler Treated The Jews,Hoax,Hoax,CORRECT
748,TREASURY DEPT Depicts Lady Liberty As A Black Woman On New U.S. Coin,Hoax,Hoax,CORRECT
749,FOX HOST KENNEDY Gives Jill Stein An Earful: ‘Is This How You Want to Be Remembered?’ [Video],Hoax,Hoax,CORRECT
750,TRUMP TWEET STORM On Obamacare Sets Up Battle with Democrats On “Lousy Healthcare” [Video],Hoax,Hoax,CORRECT
751,Apple shares are one reason hedge funds lag mutual funds in 2016,Factual,Factual,CORRECT
752,White House to Democratic leaders: 'stop the political grandstanding',Factual,Factual,CORRECT
753," ‘Tehran’ Tom Cotton Insults U.S. Troops, Tries To Spark War With Iran In Disgraceful Interview (VIDEO)",Hoax,Hoax,CORRECT
754,Alabama Senate candidate Moore calls allegations 'dirty politics',Factual,Hoax,WRONG
755, Tortured Snowflake Ivanka Trump Just Blocked A CONGRESSMAN On Twitter,Hoax,Hoax,CORRECT
756,DETECTIVE ON SETH RICH Murder Mystery Drops Shocking News [Video],Hoax,Factual,WRONG
757,"Nothing should change, says Britain in bid for post-Brexit security pact",Factual,Factual,CORRECT
758,"Charlie Manson, Serial Killers, LSD, Hippie Culture, Cults and Bitcoin Explosion – Boiler Room EP #138",Hoax,Hoax,CORRECT
759,SAY “HELLO” TO YOUR NEW NEIGHBORS! Clooney Begged For Open Borders…Now Massive Refugee Camp Is Erected In His Front Yard,Hoax,Hoax,CORRECT
760, Arizona Secretary Of State Confirms Election Fraud Did Happen (VIDEO),Hoax,Hoax,CORRECT
761,LEFTISTS CALL FOR Ivanka Trump Brand Boycott…This Huge Retailer Is Sticking With Her,Hoax,Hoax,CORRECT
762,BREAKING: HOUSE INTEL LAUNCHES Investigation Into Leaks: FBI “Better have a good answer”,Hoax,Hoax,CORRECT
763,New Zealand Labour leader says will reach out to NZ First in next couple of days,Factual,Factual,CORRECT
764,LOL! Comedian Joe Piscopo Warns Statue Haters: Leave Christopher Columbus Alone! [Video],Hoax,Hoax,CORRECT
