Index,Title,True_Label,Predicted_Label,Result
1035,Trump Hotels pulls out of Rio hotel named in criminal probe,Factual,Factual,CORRECT
1036,COL OLIVER NORTH: FIVE FACTS That Prove Obama’s Policies Led To The Rise Of ISIS [Video],Hoax,Hoax,CORRECT
1037, Fox News Just Proved Trump Is Using Fake Video To Try To Start War With Iran,Hoax,Hoax,CORRECT
1038,Tension in South Sudan capital after bid to disarm detained ex-army chief,Factual,Hoax,WRONG
1039,"Senior U.S. senator pushes Trump on Russia, French election",Factual,Hoax,WRONG
1040,Philippines' Duterte hopes drugs war shift will satisfy 'bleeding hearts',Factual,Hoax,WRONG
1041, REVEALED: Trump Was A Creepy Pervert With Pregnant Women (VIDEO),Hoax,Hoax,CORRECT
1042,BAM! HANNITY UNLOADS On Cruz Over Delegates [Audio],Hoax,Factual,WRONG
1043,"THE NEW SWEDEN: Rapes, Riots, Severed Heads, Freeloading Foreigners And Shocking Acquittals",Hoax,Hoax,CORRECT
1044, Giuliani’s PATHETIC Excuse For Trump’s Bragging About Sexual Assault Will Disgust You,Hoax,Hoax,CORRECT
1045,Former Thai PM Thaksin to be charged with royal insult: attorney general,Factual,Factual,CORRECT
1046,WOW! SENATOR GRASSLEY OUTS Schumer And Schiff…LIED To Media Even Though They KNEW Trump Wasn’t Under Investigation For Collusion With Russians [VIDEO],Hoax,Hoax,CORRECT
1047, Americans Tell Senate GOP To Let President Obama Pick Supreme Court Nominee (IMAGE),Hoax,Hoax,CORRECT
1048,"OREGON: Feds Cover-up Foul Play in Finicum Death, Feds’ Shell Casings ‘Have Gone Missing’",Hoax,Hoax,CORRECT
1049,ANOTHER CLINTON CASUALTY? Activist MURDERED After Openly Blaming HILLARY For Meddling Role In Honduran Coup [VIDEO],Hoax,Hoax,CORRECT
1050,U.N. special envoy on Syria says had 'useful' meeting with Russia's Lavrov: Ifax,Factual,Factual,CORRECT
1051, WATCH: Bill Maher Hilariously Mocks Libertarians To Their Presidential Nominee’s Face,Hoax,Hoax,CORRECT
1052,[Video] COLLEGE STUDENT BULLIED AFTER TAKING PICTURE OF “White Privilege” Board At Dorm,Hoax,Hoax,CORRECT
1053, Target Just Made A Major Move That’s Going To Blow Conservative Minds (VIDEO),Hoax,Factual,WRONG
1054,Mattis says U.S. effort on North Korea aims for diplomatic solution,Factual,Factual,CORRECT
1055,OBAMA POKES THE BEAR: ‘We Will’ Retaliate Against Russia For “Election Hacking”…RUNS OFF On 5-Star Family Vacation To Hawaii,Hoax,Hoax,CORRECT
1056,U.N. investigator says he does not have permission to go to Myanmar,Factual,Factual,CORRECT
1057,BAM! THIS ONE PICTURE Proves Michael Moore Wrong On Socialism vs Capitalism,Hoax,Hoax,CORRECT
1058,Senate leader pushes for extension of coal miner healthcare,Factual,Factual,CORRECT
1059, BREAKING: Senate Republicans Just Passed A Resolution Officially Beginning Obamacare Repeal,Hoax,Hoax,CORRECT
1060, Here’s The One Thing That Scares Trump And His Racist Followers (VIDEO),Hoax,Hoax,CORRECT
1061,"Senator Graham open to selling Boeing F-18 to Kuwait, Qatar",Factual,Factual,CORRECT
1062,U.S. to review energy royalty rates on federal land,Factual,Factual,CORRECT
1063," Trump Just Got Fined $10,000 For Improperly Using Trump Tower For Campaign Events",Hoax,Hoax,CORRECT
1064, Anti-Gay Alabama Chief Justice Roy Moore To Stand Trial For Defying Supreme Court,Hoax,Hoax,CORRECT
1065,"Irish deputy PM resigns, averting election threat",Factual,Factual,CORRECT
1066,Russian and Japanese leaders 'decisively condemn' North Korean tests,Factual,Factual,CORRECT
1067,U.S. MOSQUE LINKED TO TERRORIST GROUP Received $2.7 MILLION In Federal Funding,Hoax,Hoax,CORRECT
1068,Hillary Clinton’s ‘KKK’ Smear Against Trump was Democrat Strategy,Hoax,Hoax,CORRECT
1069, Trump Seriously Just Said Waterboarding Is Okay Because It’s Not ‘REAL Torture’ (VIDEO),Hoax,Hoax,CORRECT
1070,German Greens make stand on car emissions in coalition talks,Factual,Factual,CORRECT
1071,TICKING TIME BOMB: Why More Young Muslims In The West Are Sympathizing With Terrorists,Hoax,Hoax,CORRECT
1072,"WOMAN Who Wants To Become DNC Chair: “My job is to shut other white people down when they say, ‘Oh no, I’m not prejudiced!'”[VIDEO]",Hoax,Hoax,CORRECT
1073,Wow! Sheriff Joe Arpaio Considering Running Against This Unpopular Arizona Senator,Hoax,Hoax,CORRECT
1074,"As Trump visits, Gulf states seen quietly curbing opposition",Factual,Factual,CORRECT
1075,"Trump Jr., Manafort agree to negotiate over interviews by Senate panel",Factual,Factual,CORRECT
1076,U.S. Republican Senate campaign wing ends fundraising tie with Moore: Politico,Factual,Factual,CORRECT
1077,Philippines police chief hints at possible run for presidency,Factual,Factual,CORRECT
1078,Senator Grassley could be persuaded to hold hearing on Garland,Factual,Factual,CORRECT
1079,33-Yr Old Skier LINDSEY VONN Says She Won’t Represent President Trump At Upcoming Olympics,Hoax,Hoax,CORRECT
1080,EU eyes tough Brexit transition terms,Factual,Factual,CORRECT
1081,Immigrants in limbo as U.S. top court weighs Obama action,Factual,Factual,CORRECT
1082,"Trump skips debate, wins on social media",Factual,Factual,CORRECT
1083,DISASTER CAPITALISTS: How Bill And Hillary’s “Clinton Foundation” Used Relief Donations Like An ATM,Hoax,Hoax,CORRECT
1084,"Fight over Alaska Arctic drilling has just begun, opponents vow",Factual,Factual,CORRECT
1085,Romney's anti-Trump speech ignites social media debate,Factual,Factual,CORRECT
1086,"Swiss dismiss ETA activist's asylum bid, but she is free to stay",Factual,Factual,CORRECT
1087, Hackers Reveal Trump Linked The Most Powerful Twitter In The World To A Personal Gmail Account (TWEETS),Hoax,Hoax,CORRECT
1088,"In court first, Swede jailed for rape of children online",Factual,Factual,CORRECT
1089,White House narrows search to three for Supreme Court,Factual,Factual,CORRECT
1090,CROOKED DEMOCRAT Congresswoman Corrine Brown Found GUILTY of STEALING Scholarship Money From Children…Blames RACISM For Verdict,Hoax,Hoax,CORRECT
1091," Trump Team Says Elton John Is Performing At Inauguration, Elton John Tells Trump To Go F*ck Himself",Hoax,Hoax,CORRECT
1092, Queen Declares RNC’s Use Of Their Music Was Unauthorized,Hoax,Hoax,CORRECT
1093,FM Bassil says Lebanese 'decide who represents us',Factual,Factual,CORRECT
1094,MICHIGAN MAN Charged with Threatening to Assassinate President Trump,Hoax,Hoax,CORRECT
1095,THE VIEW’S LOUDMOUTH LIBERAL Joy Behar Calls Bill Clinton’s Rape Victims “TRAMPS” On Show Targeted To Women [VIDEO],Hoax,Hoax,CORRECT
1096," Facebook Hits Back, Responds To Allegations They’re Hiding Conservative Opinions",Hoax,Factual,WRONG
1097,Trump plays left and right in drive to protect 'Dreamers',Factual,Factual,CORRECT
1098,Kenya opposition leader calls for calm in slum hit by deadly violence,Factual,Factual,CORRECT
1099,"OBAMA’S GITMO BOARD RELEASES “High Risk” Explosive’s Expert, Al-Qaeda Trainer",Hoax,Hoax,CORRECT
1100, Former Defense Secretary: Trump’s Paranoid Claims ‘Make Us Vulnerable’ To Our Enemies (VIDEO),Hoax,Hoax,CORRECT
1101,Saudi Arabia's advisory council studying proposals to protect whistleblowers,Factual,Factual,CORRECT
1102,MOTHER OF BENGHAZI VICTIM Rips Into Clueless CNN Anchor [Video],Hoax,Hoax,CORRECT
1103,U.S. conducts missile defense test off Hawaii coast,Factual,Factual,CORRECT
1104,"SWITZERLAND’S NOT PLAYING GAMES With Muslim Immigrants: “If you reject our culture, we will reject your application for citizenship",Hoax,Hoax,CORRECT
1105, Trump Supporters Booby Trap Polling Place And Spill Blood Of Election Volunteer (VIDEO),Hoax,Hoax,CORRECT
1106, Sarah Palin Goes On A CRAZY Racist Rant To Prove Black Lives DON’T Matter (IMAGE),Hoax,Hoax,CORRECT
1107,"U.S. tempers part of Trump travel ban amid big protests, criticism",Factual,Factual,CORRECT
1108,"Trump, Biden attend same Pennsylvania college graduation",Factual,Factual,CORRECT
1109,Turkey's Ziraat Bank denies Zarrab allegations regarding the bank: official,Factual,Factual,CORRECT
1110,HOT OR NOT? Are Trump Properties Selling Like Hotcakes? [Video],Hoax,Hoax,CORRECT
1111,WOW! RUSSIAN LAWYER Who Met With Donald Trump Jr. Seen In Photo With Person Tied To Obama Only 8 Days After Meeting,Hoax,Hoax,CORRECT
1112,U.S. House passes ballistic missile sanctions on Iran,Factual,Factual,CORRECT
1113,"WATCH:BLACK CUSTOMER THREATENS Store Manager Because He Doesn’t Employ Any Blacks: ” I’m tired of this, and I will burn this…” [VIDEO]",Hoax,Hoax,CORRECT
1114, Bernie Sanders Admits To Smoking Weed And Stephen Colbert Loves Him For It (VIDEO),Hoax,Hoax,CORRECT
1115, Chris Cuomo SHREDS Republican For Ignoring This One Really HORRIFYING Factor Of Trumpcare (VIDEO),Hoax,Hoax,CORRECT
1116,Trump tells Republican lawmakers: Enough talk. Time to deliver,Factual,Factual,CORRECT
1117,"New Zealand election result stokes housing, migration fears",Factual,Factual,CORRECT
1118," Trump LIVID Over Kellyanne Conway Backlash, Entire Team In CHAOS (TWEET)",Hoax,Hoax,CORRECT
1119,Trump expects only 'tweaking' of trade relationship with Canada,Factual,Factual,CORRECT
1120,Haley says does not want Secretary of State Tillerson's job,Factual,Factual,CORRECT
1121,Senators advised House vote on healthcare unlikely before Monday: aide,Factual,Factual,CORRECT
1122,NEW NORMAL? MASSIVE MUSIC FESTIVAL In Angela Merkel’s Islamic Migrant Nation Of Germany EVACUATED After “Concrete Terror Threat” [VIDEO],Hoax,Hoax,CORRECT
1123,LEFTY MEDIA PULLS WOMAN CARD: Why Hillary Chose To Wear White To Debate Trump,Hoax,Hoax,CORRECT
1124,World Food Programme cuts rations for refugees in Kenya,Factual,Factual,CORRECT
1125,France to lead investigation into A380 engine explosion,Factual,Factual,CORRECT
1126,TAXPAYER FUNDED OPERATION CONSERVATIVE TAKE DOWN : DOJ Awards MI State Univ Huge Grant To Study ‘Far Right” Groups Use Of Social Media,Hoax,Hoax,CORRECT
1127,Ex-president George H.W. Bush moved to intensive care; wife hospitalized,Factual,Factual,CORRECT
1128,"BILLIONAIRE, Leftist Author Of Harry Potter Books Apologizes For Making Up, Spreading Fake News About President Trump and Disabled Boy",Hoax,Hoax,CORRECT
1129, OOPS: Trump’s Hotel Offers Qurans And Is Furnished With Goods Not Made In The USA,Hoax,Hoax,CORRECT
1130, Conservative Christian Running For Congress Shares Screenshot With Porn Tabs Open (IMAGES),Hoax,Hoax,CORRECT
1131,MILITARY LEADERS SPEAK UP: IRAN DEAL MAKES WAR MORE LIKELY,Hoax,Hoax,CORRECT
1132,"Europeans, Africans agree renewed push to tackle migrant crisis",Factual,Factual,CORRECT
1133,"Putin, as part of test, oversees launch of four nuclear-capable missiles: Ifax",Factual,Factual,CORRECT
1134,BREAKING WIKILEAKS: DNC CHAIR Colluded With Media And Clinton Campaign To Destroy Bernie Sanders,Hoax,Hoax,CORRECT
1135,Trump would favor Senate rule change if Supreme Court choice blocked,Factual,Factual,CORRECT
1136,White House aide sees temporary funding fix for children's health program,Factual,Factual,CORRECT
1137,OOPS! LIST OF TOP 10 CORPORATE TAX DODGERS Are All Hillary Donors…Compliments Of Bernie Sanders,Hoax,Hoax,CORRECT
1138,"Sanders could endorse Clinton's White House bid, but some divisions linger",Factual,Factual,CORRECT
1139,"PM May's deputy to keep job after pornography claims, ITV says",Factual,Hoax,WRONG
1140,TOP TEN LIES From Obama’s State Of The Union Speech,Hoax,Hoax,CORRECT
1141, Trump Would Give Ivanka SICK And DISGUSTING Advice If She Were Being Sexually Harassed At Work,Hoax,Hoax,CORRECT
1142,"Typhoon batters Hong Kong and south China, three dead in Macau",Factual,Factual,CORRECT
1143,Billionaire environmental activist Tom Steyer endorses Clinton,Factual,Factual,CORRECT
1144,"WHY ARE DEMOCRATS Willing To Put Women Working At White House At Risk, By Allowing Sexual Predator, Accused Rapist To Roam Halls?",Hoax,Hoax,CORRECT
1145,"Trump won with lowest minority vote in decades, fueling divisions",Factual,Hoax,WRONG
1146,EMAILS SHOW OBAMA’S EPA Planned To Let Flint Residents Drink Poison Water Until 2016,Hoax,Hoax,CORRECT
1147,Freeport Indonesia closes mine access road again after shooting,Factual,Factual,CORRECT
1148,U.S. deaths in Niger highlight Africa military mission creep,Factual,Factual,CORRECT
1149,SUPREME COURT: ABERCROMBIE & FITCH LOSES CASE BROUGHT BY HEADSCARF-WEARING MUSLIM WOMAN,Hoax,Hoax,CORRECT
1150, Conservatives VICIOUSLY Attack Michelle Obama For Condemning Trump’s Predatory Behavior,Hoax,Hoax,CORRECT
1151, This Incredibly Powerful Statement From A Teen Survivor Of A School Shooting Can’t Be Missed,Hoax,Hoax,CORRECT
1152,ELECTION WHISTLEBLOWER: DOJ In Cahoots With Dems…4 Million Dead On Voter Rolls…Trump Is Right! [Video],Hoax,Hoax,CORRECT
1153,Peru prosecutor probing alleged abuse seeks to jail Catholic society founder,Factual,Hoax,WRONG
1154,The Reuters Graphic: North Korea's show of force,Factual,Factual,CORRECT
1155,EU parliament head hopes for 'rational cooperation' with Trump,Factual,Factual,CORRECT
1156,“BLOOD ON THEIR HANDS” FOR VOTING RIGHTS: The Truth About Shocking Number Of Murders By Illegal Aliens In US Hidden By Media And Dems [VIDEO],Hoax,Hoax,CORRECT
1157,LEAKED DOCUMENTS Show How This American Citizen Works To Affect Outcomes Of Elections Around The World,Hoax,Hoax,CORRECT
1158,Key Republican Collins has 'serious concerns' on healthcare bill,Factual,Factual,CORRECT
1159,Threatening note left at senator's office amid healthcare debate,Factual,Factual,CORRECT
1160, Trump Declares That He Unanimously ‘WON’ The Third Debate And The Internet LAUGHS At Him,Hoax,Hoax,CORRECT
1161,No word Tuesday on Supreme Court nomination: White House,Factual,Factual,CORRECT
1162,Russia: Asia should not be militarized under pretext of countering North Korea,Factual,Factual,CORRECT
1163,Mexico to review need for tax changes after U.S. reform-document,Factual,Factual,CORRECT
1164,JAMES O’KEEFE Gives #VeryFakeNewsCNN Advance Notice: “A Few Hundred Hours” Of “Secretly Recorded Material” From Inside The Network…#CNNLeaks,Hoax,Hoax,CORRECT
1165,(VIDEO) LAWYER FOR “Patriot” Gyrocopter Mailman Who Landed On White House Lawn Asks A Very Good Question,Hoax,Hoax,CORRECT
1166," With Irma About To Strike Florida, Trump Begs For Donations To His Re-Election Campaign",Hoax,Hoax,CORRECT
1167,‘MOTHER OF THE YEAR’ Drives11 And Armed 15 Yr. Old Sons Along With 4 Teenage Friends To A Fight,Hoax,Factual,WRONG
1168,OOPS! GOP Governor Who Called For Trump To “Step Aside” After Taped Sexual Remarks FORCED TO RESIGN After Embarrassing Audio Tape Proves Involvement In Sex Scandal,Hoax,Hoax,CORRECT
1169,Factbox: Clinton to name running mate as early as Friday,Factual,Factual,CORRECT
1170,ILLEGAL ALIENS Sent To States With Lax Voter ID Laws: Told To VOTE Democrat Or Be DEPORTED,Hoax,Hoax,CORRECT
1171,"Mexico urges U.S., Cuba to work out differences via dialogue",Factual,Factual,CORRECT
1172,#VeryFakeNews CNN Underestimated Their Opponent: New Report Shows CNN Takes MASSIVE Nosedive In Ratings,Hoax,Hoax,CORRECT
1173,U.S. Congress passes legislation to protect firms' trade secrets,Factual,Factual,CORRECT
1174,Revealed: Loretta Lynch Given Talking Points for Secret Clinton ‘Tarmac Meeting’,Hoax,Hoax,CORRECT
1175,"UK sees swift deal on Brexit transition outline, still at odds with EU on trade",Factual,Factual,CORRECT
1176," When A Journalist Covers Trump, They Get Death Threats From White Supremacists Like This (TWEETS)",Hoax,Hoax,CORRECT
1177,"JUDGE JEANINE IS FURIOUS! RINO’s Are Plotting To Take Down President Trump…Cowardly GOP Sitting Back, Watching Democrats ‘Railroad Their President’…Only ONE Republican Is Defending Trump [VIDEO]",Hoax,Hoax,CORRECT
1178,BREAKING! INVESTIGATION: Hillary Clinton Did NOT Comply With Records Rules,Hoax,Hoax,CORRECT
1179,Republican Jeb Bush offers U.S. education overhaul plan,Factual,Factual,CORRECT
1180,Netanyahu pledges to promote 'responsible policies' at Trump meeting,Factual,Hoax,WRONG
1181,Lebanese army gets two A-29 light-attack aircraft from U.S.,Factual,Factual,CORRECT
1182,Turkey's Erdogan rebuffs NATO apology over 'enemy poster',Factual,Factual,CORRECT
1183,WHO NEEDS DEMOCRATS? GOP Consultant Says Establishment Needs To “Put a bullet” In Trump’s Head,Hoax,Hoax,CORRECT
1184,WHY CHRISTIANS ARE ASKING THEIR FELLOW CHRISTIANS TO WEAR ORANGE TO CHURCH #orangejumpsuit,Hoax,Hoax,CORRECT
1185,MAXINE DOUBLES DOWN ON CRAZY: MSNBC Host Has Hard Time Keeping Straight Face When Maxine Reveals Who She Believes Fed Trump “Crooked Hillary” and “Lock Her Up” Lines [VIDEO],Hoax,Hoax,CORRECT
1186, Trump Campaign Official Tries To Make Dallas Shootings All About Hillary Clinton,Hoax,Hoax,CORRECT
1187,U.S. chief justice alarmed at Trump administration immigration case stance,Factual,Factual,CORRECT
1188,FATHER OF BENGHAZI VICTIM TY WOODS SPEAKS UP AGAINST HILLARY: “My son would still be alive…” [Video],Hoax,Hoax,CORRECT
1189,Redacted Brexit reports spark new tug-of-war with UK parliament,Factual,Hoax,WRONG
1190, Trump Loses Track Of His Rant Mid-Meltdown Just As Questions Over His Mental Health Resurface,Hoax,Hoax,CORRECT
1191,"South Korea approves $8 million aid to North Korea, timing to be decided later",Factual,Hoax,WRONG
1192,Clinton's lead over Trump narrows to less than three points: Reuters/Ipsos poll,Factual,Factual,CORRECT
1193,Ex-soccer star 'King George' nears goal of Liberia presidency,Factual,Factual,CORRECT
1194, UH-OH: Sarah Palin Sounds Ready To Declare WAR On Trump,Hoax,Hoax,CORRECT
1195,CLUELESS HILLARY SUPPORTERS Endorse Karl Marx For Vice President [Video],Hoax,Hoax,CORRECT
1196,Berlusconi's center-right leads narrowly in Sicily election: exit polls,Factual,Factual,CORRECT
1197,Factbox: A report card on Donald Trump's first 100 days,Factual,Factual,CORRECT
1198,Catalan separatists seen in position to keep majority in election: exit poll,Factual,Factual,CORRECT
1199,SUNDAY SCREENING: Counter Intelligence – ‘The Company’,Hoax,Hoax,CORRECT
1200,Democrats want to grill Wells Fargo executives about auto insurance,Factual,Factual,CORRECT
1201,UPDATE: FATHER HELPS STUDENTS After Lefties Censored Photos with Pro-Trump Slogans,Hoax,Factual,WRONG
1202,TRUMP TELLS State Department To Make CUT More Than 50% Of Funding To U.N.,Hoax,Factual,WRONG
1203, McCain Has The Best Laugh He’s Had In 80 Years When He’s Asked THIS About Donald Trump,Hoax,Hoax,CORRECT
1204,Zimbabwe voters need more time to register after turmoil: parties,Factual,Factual,CORRECT
1205, Watch Hillary Clinton And Rachel Maddow Brilliantly Handle Protester Who Disrupted MSNBC’s Town Hall,Hoax,Hoax,CORRECT
1206, Texas Newspapers Humiliate Ted Cruz By Endorsing ANYONE But Him For President,Hoax,Hoax,CORRECT
1207,Japan's Dentsu gets only small fine for overtime breaches despite outcry,Factual,Factual,CORRECT
1208,"Trump goes on offensive against former beauty queen, Clinton calls him 'unhinged'",Factual,Hoax,WRONG
1209, Colbert Asks God Why He Let Trump Be The GOP Nominee And The Response Is Hilarious (VIDEO),Hoax,Hoax,CORRECT
1210,Vietnamese dissident says prevented by police from meeting Obama,Factual,Hoax,WRONG
1211,"COLLEGE CAMPUS BANS Chalk, Fears Students Might Write “Trump” Word On Campus Sidewalks",Hoax,Hoax,CORRECT
1212,"Clinton sets sights on Trump, general election after huge win in South Carolina",Factual,Factual,CORRECT
1213,AS TRUMP’S POPULARITY SOARS ABROAD…Village In India Renames Itself “Trump” [VIDEO],Hoax,Factual,WRONG
1214,Stop-gap bill to avoid government shutdown fails Senate procedural vote,Factual,Factual,CORRECT
1215," Loser Donald Trump Ordered To Pay $300,000 By Judge In Florida Lawsuit",Hoax,Hoax,CORRECT
1216,Botswana's Khama tells Mugabe to go,Factual,Factual,CORRECT
1217,Saudi-led force admits strike in Yemen's capital hit civilians,Factual,Factual,CORRECT
1218,Zimbabwe's Mnangagwa to be sworn in as president on Friday: state broadcaster,Factual,Factual,CORRECT
1219,Lawyer urges Trump to press Iran on jailed U.S. father and son at nuclear talks,Factual,Factual,CORRECT
1220,EPIC! KRAUTHAMMER Nails Obama For Hiroshima Visit: “Dishonored Our Nation”,Hoax,Hoax,CORRECT
1221," Microsoft Forced To Remove Racist, Sexist Robot From The Internet (IMAGES)",Hoax,Hoax,CORRECT
1222,Trump says signs new order to widen sanctions against North Korea,Factual,Factual,CORRECT
1223,CalPERS says considering making own private equity investments,Factual,Factual,CORRECT
1224,OBAMA GUILTS CONGRESSIONAL BLACK CAUCUS Members To Vote For Hillary,Hoax,Hoax,CORRECT
1225,Got bank? Election could create flood of marijuana cash with no place to go,Factual,Factual,CORRECT
1226,Britain seeks new ways to detect explosives in airports,Factual,Factual,CORRECT
1227, The Internet Loses It Over RNC’s Bizarre Statement About A ‘New King’ (TWEETS),Hoax,Hoax,CORRECT
1228,France pays tribute to Paris dead two years on,Factual,Factual,CORRECT
1229,DRAMATIC VIDEO RELEASED: Brave Soldier Tries Escaping North Korea Under Gunfire [Video],Hoax,Hoax,CORRECT
1230,"Factbox: Trump on Twitter (September 8) - Hurricane Irma, Filibuster rule",Factual,Factual,CORRECT
1231,Violent street protests break out in Haiti over tax hikes,Factual,Factual,CORRECT
1232, Trump Throws All-Caps Tantrum After Appeals Court’s Unanimous Decision To SHUT DOWN Muslim Ban (TWEETS),Hoax,Hoax,CORRECT
1233,FORMER JUSTICE DEPARTMENT OFFICIAL On Why Comey Was Fired: “You never do that.”,Hoax,Hoax,CORRECT
1234,"2,000 refugees have fled Cameroon to Nigeria in past two weeks: U.N. agency",Factual,Factual,CORRECT
1235,Obama says $38 billion Israel aid package to help ensure security,Factual,Factual,CORRECT
1236,Falling Apart: West’s Media-Driven Deception in Syria,Hoax,Hoax,CORRECT
1237,Senate approves Trump Transportation Department nominee,Factual,Factual,CORRECT
1238,Obama statement on death of Supreme Court Justice Scalia,Factual,Factual,CORRECT
1239,TREY GOWDY TO DEA CHIEF ON MISCONDUCT: “WHAT THE HELL DO YOU GET TO DO?!”,Hoax,Hoax,CORRECT
1240,UK PM May's meeting with EU officials 'constructive and friendly': spokesman,Factual,Factual,CORRECT
1241,"U.S. Air Force Runs Out Of Bombs To Drop On ISIS…Don’t Worry Though, Barry’s Got This",Hoax,Hoax,CORRECT
1242,VIDEO SHOWS SCARY TRUTH About What Decades Of Democrat Ruled #DETROIT Looks Like Today…While Dem Mayor Tells Glowing Story Of “Success”,Hoax,Hoax,CORRECT
1243," AUDIO: Hannity Has RACIST Meltdown, Wants To Send President Obama And His Family Back To Africa",Hoax,Hoax,CORRECT
1244,"Dependent on migrant dollars, rural Mexico prays for Trump defeat",Factual,Hoax,WRONG
1245,Soul-searching at France's FN: far-right party polls activists,Factual,Factual,CORRECT
1246,"Trump to meet with CIA, FBI and DNI chiefs on Friday: spokesman",Factual,Factual,CORRECT
1247,Tokyo governor quits as head of conservative opposition 'Party of Hope',Factual,Factual,CORRECT
1248, Ted Cruz Gets Owned By Fox News Host For Telling Lies About Obamacare (VIDEO),Hoax,Hoax,CORRECT
1249,"For some Syrians in U.S., strikes turned Trump from villain to hero",Factual,Factual,CORRECT
1250,Rwanda charges critic of president with inciting insurrection,Factual,Factual,CORRECT
1251,Hamas chief in Gaza says Palestinian unity deal is collapsing,Factual,Factual,CORRECT
1252,Bahraini military court convicts six to death on terror charges,Factual,Hoax,WRONG
1253, Michael Moore Says He Is ‘Absolutely’ Convinced Trump Will Ban Muslims,Hoax,Hoax,CORRECT
1254,"BREAKING: CROOKED VA GOVERNOR, Close Hillary Friend Gave Wife Of FBI Official Overseeing Hillary Email Investigation $467,500",Hoax,Hoax,CORRECT
1255,BOOM! Black Activist Calls Black CA State Senator “Racist” For Supporting Mass Immigration: “A real man is Donald Trump”,Hoax,Hoax,CORRECT
1256,Trump expected to unveil new Cuba policy as early as next Friday: sources,Factual,Factual,CORRECT
1257,"HOLLYWOOD LIBS CREATE INSANE PROPAGANDA VIDEO FOR OBAMA: Warning Iran Will Bomb Us With Nukes If Congress Blocks Obama’s Deal,”Like a really dark unpleasant death toast”",Hoax,Hoax,CORRECT
1258,SENILITY OR TRUTH BOMB? Bill Clinton To Crowd: “Sometimes I Wish We weren’t married” [VIDEO],Hoax,Hoax,CORRECT
1259,Tanzania closes third newspaper since June as part of media crackdown,Factual,Factual,CORRECT
1260,State lawmakers override bill veto to ease Chicago pension payments,Factual,Factual,CORRECT
1261, More Proof That Rick Scott’s Policies Are Completely F*cking Florida’s Working Poor (IMAGE),Hoax,Hoax,CORRECT
1262, Even Fox News Is Turning Against Trump; Calls President Elect WORSE Than Clinton (VIDEO),Hoax,Hoax,CORRECT
1263,"WATCH OBAMA AWKWARDLY AND ANGRILY Tell Audience To ‘Choose Hope!’ Six Times In A Row…Looks nervous, doesn’t he?",Hoax,Hoax,CORRECT
1264,"Earthquake strikes off Kermadec Islands, no tsunami warning",Factual,Factual,CORRECT
1265,BREAKING: #UnfitHillary Told FBI She Couldn’t Remember Answers To Questions Because Of CONCUSSION…Used 13 Mobile Devices…Hillary’s Lawyers Couldn’t Locate Any Of Them,Hoax,Hoax,CORRECT
1266, Donald Trump Isn’t Going To Like This Fox News Reaction To His Victory In The Primaries (VIDEO),Hoax,Hoax,CORRECT
1267, Maxine Waters TORCHES Trump’s Lies And Lack Of Transparency In GLORIOUS Tweet Storm,Hoax,Hoax,CORRECT
1268,Mexican leftist Lopez Obrador leads presidential race polls,Factual,Factual,CORRECT
1269,AWESOME RANT By African-American Woman Who’s FED UP: “Sanctuary cities are racist!”,Hoax,Hoax,CORRECT
1270, Chaos Ensues After Man Accidentally Shoots Himself And Wife In Church During Gun Safety Talk,Hoax,Hoax,CORRECT
1271,CHURCH REPLACES JESUS In Nativity Scene With Drowned Muslim Syrian Boy,Hoax,Hoax,CORRECT
1272,"CONSERVATIVE PRO-TRUMP Musician Who Performed In Vegas Moments Before Massacre Exposes More Hollywood Trash: ’I Wasn’t In a Girl Group, I Was in a Prostitution Ring’",Hoax,Hoax,CORRECT
1273,"How The Left, The Anti Defamation League and Media Used Fake Information To Publish HUGE LIE About High School Killer’s Ties To “White Nationalist”",Hoax,Hoax,CORRECT
1274,"Palestinians speed up Gaza handover talks amid anger at U.S., Israel",Factual,Hoax,WRONG
1275, Trump Demands FBI Investigate Obama Over Russian Election Meddling And Gets WRECKED (TWEETS),Hoax,Hoax,CORRECT
1276," Anonymous Group Hacks KKK Website, Causes Total Shutdown",Hoax,Hoax,CORRECT
1277,Russia's Lavrov: U.S. decision on Jerusalem contradicts common sense,Factual,Factual,CORRECT
1278, Stephen Colbert Made A Joke About Trump And Now The Government Is Investigating Him,Hoax,Hoax,CORRECT
1279,Kremlin says Putin and Trump to discuss North Korea in Vietnam,Factual,Factual,CORRECT
1280, REPORT: Russia Taunts And Tests United States As Puppet Trump Continues Fawning Over Putin,Hoax,Hoax,CORRECT
1281, Trump Gets Ripped APART For Yet Another Hilariously Misspelled Pro-Russia Twitter Outburst (TWEETS),Hoax,Hoax,CORRECT
1282,New Zealand parties hold talks to form coalition government,Factual,Factual,CORRECT
1283,Obama scolds Senate Republicans for Supreme Court threat,Factual,Factual,CORRECT
1284,U.S. appeals judges grill lawyers over Trump immigration order,Factual,Factual,CORRECT
1285, WATCH: Trump Executes His Post-RNC Pivot…Toward Getting Revenge On Old Primary Opponents,Hoax,Hoax,CORRECT
1286,HAPPY DAY! WATCH NEIL GORSUCH Take Oath Of Office…Gives Speech In Rose Garden: “I am humbled…” [Video],Hoax,Hoax,CORRECT
1287,Myanmar’s Suu Kyi sets out aid plan to end Rohingya crisis,Factual,Hoax,WRONG
